 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|busroutes
 bangalore|south-1|kumbalagodu|31975|GKHPS CHINNA KURCHI|Upper Primary|co-ed|kannada|K.Gollahalli Post, Kengeri Post, S-1|Chinna Kurchi|560060|Near Chinna Kurchi Bus Stop|228 B, 401 L, 212 B
 bangalore|south-1|kumbalagodu|31978|GKHPS GONIPURA|Upper Primary|co-ed|kannada|K.Gollahalli Post, Kengeri Post, S-1|Gonipura|560060|Beside Gonipura Bus Stop|288 A, 288 B, 288 C, 288 D
 bangalore|south-1|kumbalagodu|31979|GKHPS KANIMINIKE|Upper Primary|co-ed|kannada|Kumbalagudu Post, Kengeri Hobli, S-1|Kanniminike|560060|Opposite Kanniminike Bus Stop|226 M, 226 B, 226 E
 bangalore|south-1|kumbalagodu|31980|GKHPS KUMBALAGODU|Upper Primary|co-ed|kannada|Kumbalagudu Post, Kengeri Hobli, S-1|Kumbalagudu|560074|Near Kumbalagudu Bus Stop|226 N, 228 A, 228 M
 bangalore|south-1|kumbalagodu|31981|GKLPS ANCHEPALYA|Lower Primary|co-ed|kannada|Kumbalagudu Post, Kengeri Hobli, S-1|Anchepalya|560060|Behind Anchepalya Bus Stop|226 M, 226 N, 228
 bangalore|south-1|kumbalagodu|31982|GKLPS DEVAGERE COLONY|Lower Primary|co-ed|kannada|K.Gollahalli Post, Kengeri Post, S-1|Devagere Colony|560060|Near Devagere Colony Bus Stop|288 A, 288 D
 bangalore|south-1|kumbalagodu|31984|GKLPS GAVIYANAPALYA|Lower Primary|co-ed|kannada|G.Gollahalli Post, Kengeri Post, S-1|Gaviyanapalya|560060|Near Gaviyanapalya Bus Stop|219
 bangalore|south-1|kumbalagodu|31986|GKLPS HAMPAPURA|Lower Primary|co-ed|kannada|Manchanayakanahalli Post, Kengeri Hobli, S-1||562109|Opposite Hampapura Bus Stop|228 B, 228 E
 bangalore|south-1|kumbalagodu|31988|GKLPS KAMBIPURA|Lower Primary|co-ed|kannada|Kumbalagudu Post, Kengeri Hobli, S-1|Kambipura|560060|Near Kambipura Bus Stop|218 A
 bangalore|south-1|kumbalagodu|31989|GKLPS KARUBELE|Lower Primary|co-ed|kannada|Kumbalagudu Post, Kengeri Hobli, Bangalore|Karubele|560074|Beside Maramma Temple|224A, 224D
 bangalore|south-1|ganapathi halli|32108|GKHPS GANAPATHI HALLI|Upper Primary|co-ed|kannada|Chunchanaguppe Post, Tavarekere Hobli|Ganapathihalli|562130|Cream Colour Ganapathihalli Water Tank|227 A, 227 Z
 bangalore|south-1|taverekere|32235|GKLPS BASAVANAPALYA|Lower Primary|co-ed|kannada|Dodda Aladamara Road, Tavarekere Post, Tavarekere Hobli, Bangalore|Basavanapalya|562130|Near Basaveshwara Swamy Temple|374, 377
 bangalore|south-1|taverekere|32239|GKLPS GANGAPPANAHALLI|Lower Primary|co-ed|kannada|Thippagondanahalli Post, Tavarekere Hobli, Bangalore|Gangappanahalli|562120|Near Gangappanahalli Bus Stop|242 C, 242 Z
 bangalore|south-1|taverekere|32242|GKLPS LAKSHMIPURA (TAVAREKERE)|Lower Primary|co-ed|kannada|Magadi Main Road, Guruvabhovi Palya, Janatha Colony, Thavarekere Post, Thavarekere Hobli, Bangalore|Laxmipura|562130|Opposite Maramma Temple|242U
 bangalore|south-1|taverekere|32243|GKLPS MARENAHALLI (TAVAREKERE)|Lower Primary|co-ed|kannada|Magadi Main Road, Tippagondana Halli Post, Thavarekere Hobli, Bangalore|Marenahalli|562120|Beside Ashwath Katte|242Z, 242PA, 242E
 bangalore|south-1|taverekere|32244|GKLPS METIPALYA|Lower Primary|co-ed|kannada|Tavarekere To Nelamangala Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore|Mettipalya|562130|Near Mettipalya Bus Stop|242 A, 242 B, 242 Z
 bangalore|south-1|taverekere|32245|GKLPS PEDDANAPALYA|Lower Primary|co-ed|kannada|Tavarekere Post, Tavarekere Hobli, Bangalore|Peddanapalya|562130|Near Peddanapalya Bus Stop|242 K, 242 H
 bangalore|south-1|taverekere|32246|GKLPS VADAHALLI|Lower Primary|co-ed|kannada|Chandrappa Circle Road, Thippagondanahalli Post, Tavarekere Hobli, Bangalore|Vadahalli (Hosapalya)|562120|Beside Mutturaya Swamy Temple|242 PA, 242 Y
 bangalore|south-1|taverekere|32247|GKLPS VARTHURU (TAVAREKERE)|Lower Primary|co-ed|kannada|Tavarekere To Nelamangala Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore|Varthuru|562130|Opposite Maramma Devi Temple|242 T, 242 L, 242 TC, 374
 bangalore|south-1|taverekere|32248|GKLPS YELLAPPANAPALYA|Lower Primary|co-ed|kannada|Magadi Main Road, Thippagondanahalli Post, Tavarekere Hobli, Bangalore|Yellappanapalya|562120|Near Siddeshwara Swamy Temple|242 Z
 bangalore|south-1|ramasandra|32534|GKHPS RAMOHALLI|Upper Primary|co-ed|kannada|Ramohalli Post, Kengeri Hobli, S-1|Ramohalli|560060|Opposite Ramohalli Bus Stop|227 E, 227 C, 227 G
 bangalore|south-1|ramasandra|32539|GKLPS DHANANAYAKANAHALLI|Lower Primary|co-ed|kannada|Sulikere Post, Kengeri Hobli, S-1|Dhananayakanahalli|560060|Opposite Dhananayankanahalli Bus Stop|223 M, 221 E
 bangalore|south-1|ramasandra|32541|GKLPS HOSABAIROHALLI|Lower Primary|co-ed|kannada|Sulikere Post, Kengeri Hobli, S-1|Bairohalli|560060|Near Bairohalli Bus Stop|221 F, 221 H
 bangalore|south-1|ramasandra|32543|GKLPS KENCHANAPURA|Lower Primary|co-ed|kannada|Sulekere Post, Kengeri Hobli, Bangalore|Kenchanapura|560060|Near Kenchanapura Bus Stop|241 B, 241 K, 241
 bangalore|south-1|ramasandra|32544|GKLPS MALIGONDANAHALLI|Lower Primary|co-ed|kannada|Ramohalli Post, Kengeri Hobli, S-1|Malligondanahalli|560060|Opposite Malligondanahalli Bus Stop|227 J
 bangalore|south-1|srinagara|32634|GHPS BASAVANAGUDI (TIN SCHOOL)|Upper Primary|co-ed|kannada||2nd Cross, Gandhi Nagar|560004|Near Vijaya Bank|31, 31 E, 210 P, 60 A
 bangalore|south-1|doddagollarahatti|33032|GKHPS DODDAGOLLARAHATTI|Upper Primary|co-ed|kannada|Jnana Bharathi Post, Kengeri Hobli, Bangalore|Dodda Gollarahatti|560056|Beside Government Samyukta Prouda Shale|401 K, 401 M, 500, 501
 bangalore|south-1|doddagollarahatti|33034|GKLPS R CHIKKANAHALLI|Lower Primary|co-ed|kannada|Sulikere Post, Kengeri Hobli, S-1|R.Chikanahalli|560056|Near R.Chikanahalli Bus Stop|221 C, 221 E
 bangalore|south-1|huluvenahalli|33039|GKHPS CHIKKANA HALLI|Upper Primary|co-ed|kannada|Chikana Halli Post,Tavarekere Hobil|Chikana Halli|562130||242W,227V,227Z,227A
 bangalore|south-1|sunkadakatte jantha colony|33054|GKHPS HONAGANAHATTI|Upper Primary|co-ed|kannada|Magadi Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore|Honaganahatti|562130|Near Honaganahatti Gate Bus Stop|242 A, 242 B, 242 Z
 bangalore|south-1|sunkadakatte jantha colony|33055|GKLPS CHANNADASIPALYA|Lower Primary|co-ed|kannada|Magadi Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore|Channadasi Palya|562130|Near Channadasi Palya Bus Stop|242 A, 242 B, 242 Z
 bangalore|south-1|sunkadakatte jantha colony|33057|GKLPS HALUBAVIPALYA|Lower Primary|co-ed|kannada|Ramohalli Post, Tavarekere Hobli, Bangalore|Halubavipalya|562130|Infront Halubavipalya Bus Stop|221, 221 J, 227 J, 242 K
 bangalore|south-1|sunkadakatte jantha colony|33058|GKLPS JATTIPALYA|Lower Primary|co-ed|kannada|Magadi Main Road, Kadabagere Post, Tavarekere Hobli, Bangalore|Jattipalya|562130|Near Dhakshina Murthy Temple|242 FA, 242 A, 242 B
 bangalore|south-1|sunkadakatte jantha colony|33059|GKLPS KURUBARAHALLI|Lower Primary|girls|kannada|Magadi Main Road, Tavarakere Hobli, Thavarekere Post, Bangalore|Kurubarahalli|562130|Near Anjaneya Temple|242A, 242B, 242Z
 bangalore|south-1|sunkadakatte jantha colony|33061|GKLPS PUTTAIAHNAPALYA|Lower Primary|co-ed|kannada|Tavarekere Post, Tavarekere Hobli, Bangalore|Puttayana Palya|562130|Near Puttayana Palya Bus Stop|221, 221 J, 227 J, 242 K
 bangalore|south-3|beratena agrahara|33105|GKLPS CHIKKATHOGURU|Lower Primary|co-ed|kannada|Electronic City Post, S-3|Doddathoguru|560100|Behind Ashwathkatte|
 bangalore|south-4|channasandra|32063|GKLPS CHINNAGENAHALLI|Lower Primary|co-ed|kannada|Virgnonagar Post, Bidarahalli Hobli, Bangalore|Chinnagenahalli|560049|Beside Shaneshwara Temple|307, 317, 317 A, 317 B, 318
 bangalore|south-4|k r puram|32500|GUHPS MEDAHALLI|Upper Primary|co-ed|urdu|Hosakote Road, Parvathi Nagar Main Road, Virgo Nagar Post, Bangalore East|Medahalli|560049|Near Medahalli Bus Stop|317A
 bangalore|anekal|attibele|32222|GKLPS BHAKTHIPURA|Lower Primary|co-ed|kannada|Anekal to Attibele Main Road, Mayasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|Bhakthipura|562107|Beside Ashwath Katte|399 C
 bangalore|anekal|bannerughatta|32327|GKLPS BILWARDHANAHALLI|Lower Primary|co-ed|kannada|Anekal Taluk, Jigani Hobli|Billavaradhanahalli|560083|Near Billwaradanahalli Bus Stop|
 bangalore|anekal|byagadadenahalli|32404|GKLPS BANDAPURA (BYAGADADENAHALLI )|Lower Primary|co-ed|kannada|Marasuru Post, Kasaba Hobli, Anekal Taluk, Bangalore|Bandapura|562106|Near Anjaneya Temple & Near Nagamma Temple|357, 357 A
 bangalore|anekal|sabmangala|33426|GKLPS BIDARAGERE|Lower Primary|co-ed|kannada|Bestamanahalli Post, Kasaba Hobli, Anekal Taluk, Bangalore|Bidaragere|562106|Opposite Basaveshwara Swamy Temple|
 bangalore|anekal|sarjapura|32950|GKLPS ARENOORU|Lower Primary|co-ed|kannada|Andenahalli Main Road, Bidaraguppe Post, Attibele Hobli, Anekal Taluk, Bangalore|Arenuru|562107|Opp Basaveshwara Swamy Temple|360 J, 342 V
 bangalore|north-4|agrahara layout|33217|GULPS BELLAHALLI|Lower Primary|co-ed|urdu|Bellahalli Main Road, Yelahanka Post, Yelahanka Hobli, Bangalore|Bellahalli|560064|Near Bellahalli Bus Stop|280, 280 E, 289
 bangalore|north-4|chikkajala|33264|GKHPS DODDAJALA|Upper Primary|co-ed|kannada|Doddajala Post, Jala Hobli, Bangalore|Doddajala|562157|Beside Ashwath Katte|281, 281 G, 281 F, 401 J
 bangalore|north-4|dodda bylagere|32281|GKHPS KODAGI THIRUMALA PURA|Upper Primary|co-ed|kannada|T.B.Post, Dasanpura Hobli, Hesaraghatta Road||560088|Near Thirumala Cross Bus Stop|253 J, 253 F, 253 K, 251 B
 bangalore|north-4|khudregere|32661|GKHPS ADDAK MARANAHALLI|Upper Primary|co-ed|kannada|Tumkur Main Road, Makali Post, Dasanapura Hobli, Bangalore|Adaki Maranahalli|562123|Infront Ashwath Katte & Near Rama Temple|258 C, 257 G
 bangalore|north-4|mathahalli|33240|GKLPS HONNASANDRA|Lower Primary|co-ed|kannada|Mathahalli Post, Dasanapura Hobli, N-4|Honnasandra|562123|Near Honnasandra Bus Stop|225 J
 bangalore|south-1|kaggalipura|32724|GKLPS NALLAKANADODDI|Lower Primary|co-ed|kannada|Nallakanadoddi, Utharahalli Hobli, Taralu Post, Bangalore South|Nallakanadoddi|560082|Near T.K.Falls|214J
 bangalore|south-4|immadihalli|33337|GULPS WHITE FIELD|Lower Primary|co-ed|urdu|white field post|bangalore|560066||
 bangalore|south-1|basavanagudi|32342|GULPS PARVATHIPURAM|Lower Primary|co-ed|urdu|parvathipuram xxxx|bangalore|560004||
 bangalore|south-3|konanakunte|32463|GULPS GHAFFUR KHAN LAYOUT|Lower Primary|co-ed|urdu|ghafur khan layout banashankari road|bangalore|560078|ghafoor khan layout|
 bangalore|north-3|kaval byrasandra|33158|GUHPS VENKATESHPURA|Upper Primary|co-ed|urdu|vinobhanagar venktesh puram k g halli||560045|near masjid khair|
 bangalore|south-3|konanakunte|32456|GKHPS KOTHANUR (KONANAKUNTE)|Upper Primary|co-ed|kannada|kothanuru sos post|bangalore|560076|kalilaxamma tample|
 bangalore|north-4|abbigere|33227|GKLPS ABBIGERE COLONY|Lower Primary|co-ed|kannada|Abbigere Main Road, Chikka Banavara Post|Abbigere Colony|560090|Opposite Government Hospital|
 bangalore|north-4|abbigere|33228|GKLPS GANIGARAHALLI|Lower Primary|co-ed|kannada|Chikka Banavara Post|Ganigarahalli|560090|Near Ganigarahalli Bus Stop|250 D, 250 K
 bangalore|north-4|abbigere|33229|GKLPS KEREGUDDADAHALLI|Lower Primary|co-ed|kannada|Chikka Banavara Post|Kereguddadahalli|560090|Opposite Basava Plour Mill|271 Q, 271 B
 bangalore|north-4|abbigere|33230|GKLPS MEDARAHALLI|Lower Primary|co-ed|kannada|Chikkabanavar Post, N-4|Medarahalli|560090|Near Chikkabanavar Bus Stop|250 A, 250 Z
 bangalore|south-1|kumbalagodu|31977|GKHPS K GOLLAHALLI|Upper Primary|co-ed|kannada|K.Gollahalli Post, Kengeri Post, S-1|K.Gollahalli|560060|Behind K.Gollahalli Bus Stop|228 A,228 B, 228 C, 228 D
 bangalore|north-4|dodda bylagere|32283|GKHPS SOLADEVANAHALLI|Upper Primary|co-ed|kannada|Chikka Banavara Post|Soladevana Halli|560090|Opposite Soladevana Halli Bus Stop|253J, 251, 254C
 bangalore|north-4|dodda bylagere|32289|GKLPS SASUVE GHATTA|Lower Primary|co-ed|kannada|Chikka Banavara Post, Hesaraghatta Hobli|Sasuveghatta|560090|Near Sasuveghatta Railway Gate|
 bangalore|north-4|kakolu|32569|GKHPS CHELLAHALLI|Upper Primary|co-ed|kannada|Sonnenahalli Post, Hesarghatta Hobli|Chellahalli|560089|Challahalli Bus Stop Opposite Road|285R
 bangalore|north-4|kakolu|32576|GKLPS BASAVANALINGAPPANAGAR|Lower Primary|co-ed|kannada|Harkere Post|Basavalingappa Nagar||Next To B. Basavalingappa Nagar Anganwadi|285 E, X, T
 bangalore|north-4|kakolu|32577|GKLPS BUDDUMANAHALLI|Lower Primary|co-ed|kannada|Harker Post, Hesaraghatta Hobli|Buddumanahalli|560089|Opposite Buddumanhalli Bus Stop|285G
 bangalore|north-4|kakolu|32580|GKLPS DHANDHANAPALYA|Lower Primary|co-ed|kannada|Sonennahalli Post, Hesaraghatta Hobli|Dhandhanapalya|560089|Opposite Dhandhanapalya Bus Stop|285R, A
 bangalore|north-4|kakolu|32585|GKLPS KARLAPURAPALYA|Lower Primary|co-ed|kannada|Byatha Post, Hesaraghatta Hobli|Karlapura Palya|560089|Opposite Aswath Katte|251M
 bangalore|north-4|t dasarahalli|32833|GKHPS KALASTHRINAGAR|Upper Primary|co-ed|kannada|T.Dasarahalli Post, N-4, 4th Cross|Kalasthi Nagar|560057|Near Jalahalli Cross Bus Stop|285 A, 285 B, 285 C, 285 D
 bangalore|north-4|kodigehalli|33200|GKHPS RAMACHANDRAPURA|Upper Primary|co-ed|kannada|Jalahalli East|Ramachandrapura|560013|Near Ramachandrapura Bus Stop|
 bangalore|north-4|kodigehalli|33206|GKLPS KUVEMPUNAGARA|Lower Primary|co-ed|kannada|Jalahalli East|Kuvempu Nagar|560014|Near Ganesh Temple|
 bangalore|north-4|kodigehalli|33207|GKLPS VINAYAKANAGARA|Lower Primary|co-ed|kannada|Vidyaranyapura Post, Singhapura Main Road, Yeswanthpura Hobli|Vijayayaka Nagar|560097|Opposite Vinayaka Nagar Bus Stop|266M, 401N
 bangalore|north-4|kodigehalli|33208|GKHPS DODDA BOMMASANDRA|Model Primary|co-ed|kannada|Vidyaranyapura post, Vidyaranyapura Main Road|Dodda Mommasandra|560097|Near Dodda Mommasandra Bus Stop|276, 401V, K, M
 bangalore|north-4|kodigehalli|33209|GUHPS M.S. PALYA|Upper Primary|co-ed|urdu|Vidyaranyapura Post|M.S. PALYA|560097|M.S. Palya Circle Bus Stop Opposite Road|401N, 266M, F
 bangalore|north-4|kodigehalli|33210|GULPS VINAYAKANAGARA (T.DASARAHALLI)|Lower Primary|co-ed|urdu|Vidyaranyapura Post, Singhapura Main Road, Yeswanthpura Hobli|Vijayayaka Nagar|560097|Opposite Vinayaka Nagar Bus Stop|266M, 401N
 bangalore|north-4|abbigere|33224|GKHPS ABBIGERE|Upper Primary|co-ed|kannada|Chikka Banavara Post|Abbigere|560090|Opposite Mahalakshmi Pravision Store|271 A, 271 D
 bangalore|north-4|t dasarahalli|32836|GKHPS MANJUNATHANAGAR|Model Primary|co-ed|kannada|Nagasandra Post, Yeshwantpura Hobli, N-1|Manjunath Nagar|560073|Near Manjunath Nagar Bus Stop|285, 286, 287
 bangalore|north-4|kodigehalli|33199|GKHPS SINGHAPURA|Upper Primary|co-ed|kannada|Vidyaranyapura Post|Singhapura|560097|Singhapura Bus Stop Opposite Road|273E, 271C
 bangalore|south-1|basavanagudi|32340|GKHPS VISHVESHWARAPURAM|Model Primary|co-ed|kannada|R.V.Road Middle School Road, Minerva Circle, V.V.Puram Post, Bangalore|V.V.Puram|560004|Beside Ayyappa & Adishakthi Temple|12 B, 181, 366, 360, 342
 bangalore|south-1|ganapathi halli|32112|GKLPS CHIKKALLURU|Lower Primary|co-ed|kannada|Ramohalli Post, Thaverekere Post, Bangalore South - 1|Chikkalluru|560060|Near Ashwath Katte|227 D, 227 V, 227 R
 bangalore|north-1|chikkabidarakallu|32151|GKHPS GANGONDANAHALLI (CHIKKABIDARAKALLU)|Upper Primary|co-ed|kannada|Lakshmipura Post, Dasanapura Hobli, N-1|Gangondanahalli|562123|Opposite Gangondanahalli Bus Stop|263 D, 263 B, 263 F
 bangalore|north-4|hunasamaranahalli|32481|GKLPS SHRINIVASPURA|Lower Primary|co-ed|kannada|Balur Post, Jala Hobli, N-4|Srinivasapura|562149|Near Srinivasapura Bus Stop|289
 bangalore|south-1|hosakerehalli|32741|GKHPS ITTAMADUVU|Upper Primary|co-ed|kannada|Ittamadu Main Road, Maruthi Nagar, Banashankari 3rd Stage|Ittamadu|560085|Near Nandini Elitte|45D, 45G, 13H
 bangalore|south-1|ganapathi halli|32115|GKLPS LAKKAIYANAPALYA|Lower Primary|co-ed|kannada|Lakkiyanapalya Circle, Ramohalli Post, Thavarekere Hobli, Bangalore|Lakkaiyanapalya|560060|Opposite Lakkaiyanapalya Bus Stop|227 D, 227 V, 227 R
 bangalore|south-1|ganapathi halli|32116|GKLPS LAKSHMIPURA (GANAPATHIHALLI)|Lower Primary|co-ed|kannada|Chikkanahalli Post, Thaverekere Hobli|Lakshmipura|562130|Near Lakshmipura Bus Stop|227 D, 227 V, 227 R
 bangalore|south-1|ganapathi halli|32117|GKLPS MUDDANAPALYA|Lower Primary|co-ed|kannada|Chunchanaguppe post,tavarekere hobli|Muddanapalya|562130|Opposite to muddanapalya bus stop|227R,N
 bangalore|south-1|ganapathi halli|32120|GKLPS RAMANAYAKANA THANDYA|Lower Primary|co-ed|kannada|Chikkanahalli Post, Thaverekere Hobli|Ramanayakana Thandya|562130|Near Dodderi Colony Bus Stop|231 Y
 bangalore|south-1|taverekere|32241|GKLPS KEMPAGONDANAHALLI|Lower Primary|co-ed|kannada|Thippagondanahalli Post, Tavarekere Hobli, Bangalore|Kempagondanahalli|562120|Near Madduramma Temple|242 Z
 bangalore|south-1|huluvenahalli|33047|GKLPS KUDUSIDDANA PALYA|Lower Primary|co-ed|kannada|Chunchaguppe Post,Tavarekere hobli|Kudasidana Playa|562130|Opp Kudasidana Playa Bus Srop|242P,242X,
 bangalore|south-1|sunkadakatte jantha colony|33056|GKLPS GIDADAPALYA|Lower Primary|co-ed|kannada|Magadi Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore|Gidadapalya|562130|Near Bahadur Company Godown (Pataki)|242 FA
 bangalore|south-1|kaggalipura|32717|GKHPS NAGANAYAKANA HALLI|Upper Primary|co-ed|kannada|Kanakapura Main Road, Somanahalli Post, Uttarahalli Hobli, Bangalore South|Naganayakana Halli|560082|Opp Maramma Temple|211D, 211K
 bangalore|south-1|kaggalipura|32723|GKLPS KUNCHIGERE PALYA|Lower Primary|co-ed|kannada|Kunchigere Palya, Taralu Post, Bangalore South|Kunchigere Palya|560082||214
 bangalore|south-1|kaggalipura|32725|GKLPS NAWKALPALYA|Lower Primary|co-ed|kannada|Kanakapura Main Road, Somanahalli Post, Uttarahalli Hobli, Bangalore South|Nawkalpalya|560082|Opp Bus Stop (Nawkalpalya)|213C
 bangalore|south-1|kaggalipura|32738|GKLPS UDEEPALYA|Lower Primary|co-ed|kannada|Kanakapura Main Road, Udipalya|Udipalya|560082|Backside Ravishankar Guruji Ashram|211, 213, 214, 211C
 bangalore|south-1|uttara halli|32819|GKHPS THUREHALLI|Upper Primary|co-ed|kannada|THUREHALLI,Utthara Halli,Bangalore||560061|Opp THUREHALLI LAKE|210E
 bangalore|south-1|vajara halli|32865|GKHPS GANIGARAPALYA|Upper Primary|co-ed|kannada|Ganigarapalya, Talaghattapura Post, Kanakapura Main Road|Ganigarapalya|560062|Opposite Ganigarapalya Bus Stop|217
 bangalore|south-1|vajara halli|32871|GKHPS THATAGUNI|Upper Primary|co-ed|kannada|Agara Main Road|Thataguni|560062|Opposite Thataguni Bus Stop|212
 bangalore|south-1|doddagollarahatti|33029|GKLPS BHUVANESHWARINAGARA|Upper Primary|co-ed|kannada|Doddabasthi Road, 11th Cross, Jnana Bharathi Post, Kengeri Hobli, Bangalore|Bhuvaneshwarinagar|560056|Beside B.B.M.P Office|223 D
 bangalore|south-4|doddakanneli|32186|GKLPS VALEPURADINNE|Lower Primary|co-ed|kannada|Sorahunse Village Post, Varthur Hobli|Valepura Dinne|560087|Near Valepura Dinne Bus Stop|328G, 328F, 328E
 bangalore|south-4|doddakanneli|32191|GKLPS A KRISHNAPPA NAGARA|Lower Primary|co-ed|kannada|Karmelaram Post, Sarjapura Road|A. Krishnappa|560035|Next Ganesh Temple|341 C
 bangalore|south-4|doddakanneli|32192|GKLPS CHIKKANAYAKAHALLI|Lower Primary|co-ed|kannada|Karmela Ram Post, Sarjapura Main Road|Chikanayakanahalli||Behind chikanahalli Bus Stop|340 J
 bangalore|south-4|doddakanneli|32194|GKLPS HALANAYAKANHALLI|Lower Primary|co-ed|kannada|Karmelaram Post||560035|Opposite Halanayakanahalli Bus Stop|341 C
 bangalore|south-4|doddakanneli|32196|GKLPS KACHA MARANAHALLI|Lower Primary|co-ed|kannada|Gunjuru Post|Kachamaranahalli|560087|Opposite Kachamaranahalli Bus Stop|327 F, 342 D
 bangalore|south-4|doddakanneli|32198|GKLPS MULLURCOLONY|Lower Primary|co-ed|kannada|Karmela Ram Post, Varthur Hobli, Sarjapura Main Road|Mulluru Colony|560035|Behind Mulluru Colony Bus Stop|342 A-Z
 bangalore|south-4|hoodi|32302|GULPS KAVERINAGAR|Lower Primary|co-ed|urdu|Mahadevapura Post, Bangalore|Kaveri Nagar|560048|Beside Sri Lakshmi Venkateshwara Alumelu Mangamma Temple|304306307504
 bangalore|south-4|k r puram|32494|GKHPS CHIKKA BASAVANPURA|Upper Primary|co-ed|kannada|Basavanapura Main Road, Virgo Nagar Post, Bangalore|Chikkabasavanapura|560049|Near Ashwath Katte|
 bangalore|south-4|thanisandra|32786|GKLPS GEDDALAHALLI|Lower Primary|co-ed|kannada|Hennur to Bagalur Main Road, Kothanur Post, K.R.Puram, Bangalore|Geddalahalli|560077|Geddalahalli|296 A, 296 B, 296 C, 296 D
 bangalore|south-4|rammurthynagar|33323|GKLPS MUNNESHWARA NAGARA|Lower Primary|co-ed|kannada|T.C.Palya Main Road, Ramamurthynagar Post, Bangalore|Muneshwar Nagar|560016|Near Muneshwar Nagar Bus Stop|300P, 301F, 313P, 315D
 bangalore|south-4|thanisandra|32794|GKLPS HORAMAVU AGARA|Lower Primary|co-ed|kannada|Horamavu Post, K.R. Puram Hobli, Bangalore|Horamavu Agara|560043|Beside B.B.M.P Office & Ashwath Katte|293 A, 294 C
 bangalore|anekal|sarjapura|32959|GKLPS SILKFARM|Lower Primary|co-ed|kannada|Navarathna Layout, Attibele To Sarjapura Main Road, Bidaraguppe Post, Attibele Hobli, Anekal Taluk, Bangalore|Gayathri Nagar|562107|Behind Kalikamba Temple|
 bangalore|south-1|hosakerehalli|32746|GULPS MINAAZ NAGAR|Lower Primary|co-ed|urdu|Kadhirena Halli, J.P. Nagar Post, 9th Cross, JHBCS Layout|Minhaj Nagar|560078|Masjid - E - Minaj Compound In Side|0
 bangalore|south-1|karisandra|32971|GKLPS JP NAGAR SLUM|Lower Primary|co-ed|kannada|2nd Cross, 7th Main Road, K.S.R.C.T Layout, J.P.Nagar 2nd Phase, Bangalore|J.P.Nagar Slum|560078|Beside Aqua Tech|
 bangalore|south-1|karisandra|32977|GUHPS SARBANDEPALYA|Model Primary|co-ed|urdu|Subramanyapura Main Road, Banashankari, Bangalore|Sarabandepalya|560070|Behind Masjid|15 E
 bangalore|south-1|karisandra|32978|GUMPS YARABNAGAR|Model Primary|co-ed|urdu|yarab nagara main road|Yarab nagar|560070|Near Family Clincic|
 bangalore|south-1|karisandra|32975|GTHPS BHAVANINAGAR|Upper Primary|co-ed|tamil|Kadirena halli park ring road B.S.K. II stage bangalore|Bhavani nagara|560070|Near Suma Clinic|
 bangalore|south-3|byarsandra|32140|GULPS MEENA MASJID|Lower Primary|co-ed|urdu|7th A Main Road, BTM Layout 1st Stage|BTM Layout|560029|Beside Masjid - E Meena|25, 26, 27, 60E, 201
 bangalore|south-3|lalbagh siddapura|33117|GKMPS AKKITHIMMANAHALLI|Model Primary|co-ed|kannada|Long Fort Cross Road, Shanthi Nagar, Nanjappa Circle, Bangalore|Akkithimmanahalli|560027|Near Shanthi Nagar Bus Stop|
 bangalore|south-4|jeevan bheema nagar|32390|GKLPS VIBHUTHIPURA|Lower Primary|co-ed|kannada|2nd Main Road, Vibhuthipura Main Road|Vibhuthipura|560037|Near Samudhaya Bhavan|330, 335
 bangalore|south-2|hosahalli|32257|GKMPS HOSAHALLI|Model Primary|co-ed|kannada|9th Main Road, 9th Cross, Vijaya Nagar|Hosahalli|560040|Opposite Belur Iyengars Bakery|61 A, 61 D, 61 G, 61 H
 bangalore|north-3|vasanthnagar|33143|GTLPS HOSPITAL ROAD|Lower Primary|co-ed|tamil|# 41,Hospital Raod,Black Pally,Bangalore|Shivaji Nagar|560001|Behind Muneshwara Swamy Temple|
 bangalore|north-2|malleswaram|33171|GKLPS SWATHANTRANAGARA|Lower Primary|co-ed|kannada|5th Main Road, 5th Cross, N.P.Block, Srirampuram, Bangalore|Swatantra Nagar|560021|Beside Ganesha Temple|52E
 bangalore|north-3|frazer town|32212|GKLPS GAJENDRANAGAR|Lower Primary|co-ed|kannada|8th Cross, 1st Main Road, M.S.Nagar Post, Bangalore|Gajendra Nagar|560033|Near Byappanahalli Bus Stop|123
 bangalore|north-2|prakashnagara|33188|GKLPS MARIYAPPANA PALYA SLUM|Lower Primary|co-ed|kannada|#398, 5th Main Road, 3rd Cross, Masjid Block, Srirampura, Bangalore|Mariyappanapalya|560021|Near Chamundeshwari Devi Temple|
 bangalore|north-3|frazer town|32203|GKMPS SARVAGNYA NAGAR|Lower Primary|co-ed|kannada|M.M. Road, Frazer Town, North 3|Cox Town|560005|Opposite B.B.M.P Office|300, 302
